常識,做完家務後，雙手易變得乾燥粗糙，那要如何護膚？,用食鹽水泡手10分鐘,用醋泡手10分鐘,用熱水泡手10分鐘,用小蘇打粉加水泡10分鐘,B
物理,瓶蓋是何種原理的應用,動滑輪,定滑輪,斜面,齒輪,C
化學,下列哪個元素在第二週期？,He,Mg,Li,Sc,C
生物,為什麼會有人說不開心就要吃香蕉？,因為香蕉富含多巴胺,因為香蕉香會使人聞了很開心,心裡作用,此說法根本不符合科學,A
常識,東京各大火車站的垃圾桶為何設計成透明的？,提醒清潔員垃圾桶滿了沒,讓人能清楚知道那桶垃圾桶的分類類別,怕有人在垃圾桶放炸彈,沒有特別意義,C
地理,為什麼赤道附近很少有颱風？,科氏力太小,太熱,有排斥颱風的磁極,ITCZ討厭颱風,A
自然,下列何種物質尚未被發現,黑洞,磁單極,氫原子,希格斯粒子,B
運動,美國職籃歷史上哪位球星單季投進最多三分球？,林書豪,Steve Nash,Ray Allen,Stephen Curry,D
常識,中華民國國旗沒有那種顏色？,紅色,白色,藍色,黃色,D
歷史,下列哪個文明非馬雅古文明？,阿茲特克,米斯特克,薩波特克,印加,D
常識,為什麼牛仔褲上有個迷你小口袋？,放零錢,放小抄,放懷錶,讓人可以插口袋耍帥,B
化學,請問下列何者是正確的理想氣體方程式？,PV=nRT,PM=VDT,P=nDRT,MVP=RnT,A
常識,為什麼原子筆筆蓋有個洞？,維持筆蓋內外壓力差,讓筆尖風乾,讓筆水不致外漏,防止小孩子吞食窒息,D
生物,牛的第四個胃叫什麼胃？,冑胃,無所胃,腸胃,牛胃,A
世界,下列哪個國家從來沒有成為我國的邦交國？,中華人民共和國,美國,教廷,吐瓦魯,A
地理,斯里蘭卡是什麼島？,珊瑚礁島,火山島,大陸島,飄浮島,C
運動,下列哪個球員沒有打過MLB？,陳偉殷,王建民,曾陶鎔,郭泓志,C
常識,羽毛球上有幾根羽毛？,6,9,16,20,C
歷史,下列何者在一次世界大戰非協約國？,英國,法國,俄羅斯,德國,D
常識,帆布鞋一側多2個小孔的初衷是什麼？,透氣,下雨天排水,鞋帶綁到這邊可以更合腳,綁鞋帶有更多設計的空間,C
運動,日本職棒的冠軍賽叫什麼？,日本一,甲子園,世界大賽,棒球殿堂,A
常識,哪位歌手不是台灣人？,楊丞琳,林俊傑,陳立農,林彥俊,B
常識,下列哪一個沒有第一的意思？,冠軍,第一名,狀元,季軍,D
科學,火箭推進器運作時與何現象最相似,酸鹼中和,核反應,炸藥爆炸,燈泡發光,C
運動,美國職籃歷史上哪位球星累積投進最多三分球？,Ray Allen,Stephen Curry,Reggie Miller,Klay Thompson ,A
財經,澳洲所使用的錢幣最大面額是多少？,50,100,500,1000,B
常識,[過山刀]是一種？,刀,食物,植物,蛇,D
化學,甲烷氣水包合物，是分佈於深海沈積物或陸域的永久凍土中，由天然氣與水在高壓低溫下形成的類冰狀的結晶物質。請問下列不是甲烷氣水包合物的俗稱？,可燃冰,甲烷冰,天然氣水合物,可燃烷,D
運動,正式的排球比賽中，一局幾分?,21,24,25,26,C
動漫,名偵探柯南中小蘭贏得什麼大賽的冠軍？,空手道,相撲,跆拳道,拳擊,A
遊戲,音速小子是什麼動物,刺蝟,狗,老鼠,貓,A
政治,"台灣傳統的""南綠北藍""是以那條河為分界線",大甲溪,濁水溪,曾文溪,大肚溪,B
兒童,香蕉哥哥跟誰結婚？,水蜜桃姐姐,香草姐姐,葡萄姐姐,草莓姐姐,D
生物,微血管為何只有一層細胞,人體無足夠能量供其生存,人體無無足夠原料製造更多細胞,方便物質交換,人體無足夠血液,C
兒童,巧虎的數字歌中，1被比喻成什麼？,吸管,鉛筆,棍子,筷子,B
文化,「四兩撥千金」是在形容那種中國武術,詠春拳,十八金剛拳,太極,猴拳,C
兒童,珍珠美人魚中好人方沒有哪一種顏色？,銀色,金色,水色,碧色,A
語言,劉顎著《鐵雲藏龜》為研究下列何種文字的書籍,火星文,文言文,金文,甲骨文,D
生物,愛滋病毒最先攻擊何種細胞,巨噬細胞,血小板,輔助T細胞,記憶T細胞,C
化學,CaSO4的用途為何？,胃藥,清潔劑,肥料,石膏,D
生物,何種物質最容易通過人體細胞膜,酒精,葡萄糖,脂質,蛋白質,B
生物,下列血管中何者血糖濃度最高,肝門靜脈,肝靜脈,肺動脈,肺靜脈,A
生物,下列何種魚類屬於淡水魚？,黑毛,白毛,魚虎,金鯧,C
兒童,巧虎的數字歌中，3被比喻成什麼？,蝴蝶,耳朵,嘟嘴,屁屁,A
生物,為何人體成長速率較其他動物之慢,人類缺乏糧食,人類受環境污染影響,其他動物受人為生長激素影響,人體腦部複雜，耗能大，因此其他部位生長緩慢,D
兒童,小魔女DoReMi中，沒有什麼顏色？,黃色,粉色,紅色,綠色,D
小說,哈利波特中的佛地魔沒有什麼部位？,耳朵,鼻子,嘴巴,眼睛,B
生物,人體呼吸運動，何者正確,動力來自肺部肌肉,吸氣時，胸腔壓力較大氣壓力大,吸氣時，大氣壓力較胸腔壓力小,呼氣時，胸腔壓力較大氣壓力大,D
醫學,過敏緩解藥的成份，最可能含下列何者,嗎啡,抗組織胺,阿斯匹靈,紅黴素,B
常識,CPR急救課程中假人叫什麼名字？,湯尼,寶拉,安妮,丁丁,C
財經,韓國紙鈔最大面額為多少？,1萬,2萬,5萬,10萬,C
地理,國道三號高速公路的名稱為何,中山高速公路,福爾摩沙高速公路,蔣渭水高速公路,水沙連高速公路,C
運動,美國職籃的馬刺隊位於下列哪一城市？,奧克拉荷馬,紐約,洛杉磯,聖安東尼奧,D
常識,蘋果牌標誌中的蘋果是哪裡缺一角？(面對標誌）,上,下,左,右,D
娛樂,下列何者不是<<新世紀福爾摩斯>>中出現過的角色,約翰.華生,柯南.道爾,吉姆.莫里亞蒂,夏洛克.福爾摩斯,B
常識,地球之肝是指什麼？,森林,草原,濕地,綠地,D
常識,下列何種水果中的籽最少？,木瓜,西瓜,酪梨,葡萄,C
醫學,下列何者毒品屬於2級毒品？,古柯鹼,海洛因,FM2,MDMA,D
歷史,日本曾在外交史上施行鎖國政策，試問何者是期間唯一被允許在港口出入的國家？,法國,朝鮮,荷蘭,西班牙,C
化學,化學中的MO理論中文全名為？,價電子理論,分子軌域理論,價殼層理論,分子鍵結理論,B
歷史,哪位君主採納廢黜百家，獨尊儒術的建議,漢高祖,漢武帝,漢惠帝,漢文帝,B
兒童,請問誰住在深海的大鳳梨裡？,海寶寶,海綿體寶寶,海綿寶寶,海星寶寶,C
世界,阿根廷首都是？,聖安東尼奧,亞松森,聖馬丁,布宜諾斯艾利斯,D
生物,是誰提出了「生物種」的概念？,林奈,梅爾,懷塔克,渥易斯,B
醫學,下列何種藥物是現在台灣戒毒門診所使用的治療藥物？,美沙酮,嗎啡,喵喵,K2,A
語文,下列何者非四大奇書之一？,水滸傳,三國演義,西遊記,西廂記,D
語文,下列何者非中國四大韻文之一？,詞,曲,詩,文,D
醫學,何者是阿茲海默症的主因,身體肌肉退化,腦部細胞退化,神經系統失靈,腫瘤,B
醫學,下列何種病毒已絕跡,依波拉病毒,天花病毒,B型肝炎病毒,菸草鑲嵌病毒,B
醫學,何者為疫苗原理,注入抗體使抗原被滅,注入無致病性抗原使免疫系統受激活,注入藥物,注入營養素,B
生物,人體哪個部位從小到大不會有明顯的成長？,心臟,指甲,眼球,人體每個部位都會成長,C
生物,下列何者不是台灣外來種魚類？,台灣鯛,魚虎,紅魔鬼,石賓,D
醫學,抗組織胺是許多藥物裡頭常有的成分，請問其中會引發的副作用為下列何者？,睡不著,嗜睡,心悸,以上無答案,B
化學,下列何者最適合水變水蒸氣的敘述？,昇華,凝結,蒸發,分散,C
運動,2016年奧運在哪裡舉行？,東京,洛杉磯,倫敦,里約,D
常識,收入最高的漫畫家是誰？,尾田榮一郎,葦原大介,青山剛昌,富樫義博,A
化學,下列哪個電子軌域不存在？,1s,3f,5p,6s,B
常識,你現在來到了哪一班的攤位？,高二五,高二七,高二九,高二十,B
運動,最近加入洛杉磯湖人的是哪一位球星？,Anthony Davis,Kobe Bryant,Kevin Durant,Paul George,A
運動,捕手的數字代號是幾號？,1,3,2,7,C
生物,下列何種物種族群健康最穩定,只吃桑葉的蠶,什麼都吃的蟑螂,吃羚羊、水牛的獅子,分佈廣泛的病毒,B
生物,下列何種物質最可能出現在身體健康人之尿液,葡萄糖,蛋白質,纖維素,尿素,D
地科,目前地震的強度可分為幾個等級?,8個,6個,4個,2個,A
政治,南海仲裁案，指的是哪兩個主要國家的爭議,菲律賓與越南,菲律賓與中國,中國與越南,菲律賓與緬甸,B
常識,下列哪一種蔬菜最會吸油?,菠菜,苦瓜,茄子,地瓜葉,C
動漫,哆啦A夢原本是什麼顏色？,黃,藍,橘,紫,A
語文,英文lol是甚麼的縮寫,love you more,lonely and lonely,laugh out loud,lots of love,C
國際,北大西洋公約組織的英文縮寫是甚麼?,NATO,NAM,NAFTA,NASA,A
動畫,小威是來自哪裡的英雄,黃海,東海,南海,北海,D
世界,劃分為南北韓兩個國家的休戰線也稱之為什麼線？,板門店線,一七線,和平線,三八線,D
動漫,哪一位JOJO非喬斯達家正統的血統,喬納森,承太郎,仗助,喬魯諾,D
漫畫,<<抱走兄弟>>這部漫畫的主軸是？,足球,四驅車,棒球,田徑,B
語文,下列何者最晚列入十三經？,論語,孝經,孟子,爾雅,C
英文,請問idiot的原意是下列何者？,只會讀書的生活白癡,不關心政治的人,只會說風涼話的人,不會讀書的人,B
生活,高雄公車號碼前有「紅」，例如「紅32」是代表什麼,播放當紅歌曲,捷運紅線的接駁公車,沒有冷氣,坐了會紅,B
國際,美國前總統比爾柯林頓曾經是哪州的州長,德州,阿肯色州,肯塔基州,奧勒岡州,B
娛樂,<<康熙來了>>節目名稱是來自,清朝某皇帝的名字,製作人喜好,主持人名字,節目內容,C
文學,關於蘇軾的敘述，以下何者錯誤,唐宋古文八大家之一,父親為蘇轍,代表作品為赤壁賦,號東坡居士,B
資訊,google今年過幾歲生日?,19,20,21,22,C
生活,下列哪位不是地科老師,蔡志隆,施峰熙,邱小琪,汪大久,C
數學,下列何座標無法在直角座標系找到,（1、0）,（999999、-1）,(2i、-i ),（0、0）,C
物理,阿基米得原理是在形容下列何種物理現象,浮體,奈米碰撞,光電效應,行星運動,A
生活,一般而言，下列何種料理不含有雞肉,三杯雞,麻油雞,宮保雞丁,涼拌素雞,D
世界,美國史上唯一一場內戰，是許多問題糾結一起而引爆的，這些問題不包括何者,殖民問題,黑奴問題,政治問題,經濟問題,A
物理,下列何物所受合力為零,自由落下的籃球,等速滾動的桌球,向前加速的車子,運作中的國際太空站,B
常識,高二七班在哪一棟大樓?,明道樓,蠡海樓,弘道樓,輸智樓,B
運動,籃球比賽中球員二次運球應判？,運球犯規,技術犯規,出場,違例,D
生物,為何台灣人不適合喝酒,沒錢,酒為政府專賣品,缺乏酵素分解乙醛,缺乏酵素分解澱粉,C
化學,下列何種物質最不易被氧化,一級醇,二級醇,三級醇,乙醇,C
生物,人體反射動作有何特性,動作緩慢,動作迅速,須經大腦思考,皆為肢體動作,B
兒童,yoyo點點名曾出過哪一個專輯？,ㄅㄆㄇㄈ,ㄉㄊㄋㄌ,ㄣㄥㄜㄦ,ㄚㄨㄟㄛ,D
兒童,哪一位不是yoyo點點名的現任成員？,蜻蜓哥哥,番茄姐姐,梅花鹿哥哥,天竺鼠姐姐,A
運動,籃球運動的發源地是哪一個國家？,美國,英國,俄國,中國,A
生物,「鱟」在生物學上的分類？,節肢動物門,腔腸動物門,軟體動物門,棘皮動物門,A
地科,地球目前總共有幾個自然衛星？,數十萬個,難以計算,一個,數百萬個,C
娛樂,yoyo點點名曾入圍過金鐘獎的哪一個獎項？,最佳少年兒童節目獎,最佳兒童少年節目獎,最佳兒童教育節目獎,最佳教育兒童節目獎,B
運動,鐵人三項比賽中，自行車項目的距離為幾公里？,30,20,10,40,D
生物,豬籠草和毛氈苔主要藉由捕食昆蟲以獲得該地區缺乏的何種營養素？,鐵,氮,鉀,碳,B
英文,何者不是優點的意思？,tacitness,merit,benefit,advantage,A
神話,希臘神話中一年有幾季？,四,三,二,一,C
常識,查天氣概況電話直撥幾號?,166,109,106,149,A
物理,何種方式可使聲音傳更遠,發出更高的聲音,發出較低沉的聲音,不管做什麼，聲音都傳一樣遠,出更大的力量發聲,D
運動,請問全馬是多少公里?,21,100,40.195,42.195,D
